t,q_current,logq_current,roll_mean_3,roll_median_3,roll_std_3,log_slope_3,roll_mean_7,roll_median_7,roll_std_7,log_slope_7,roll_mean_14,roll_median_14,roll_std_14,log_slope_14,roll_mean_30,roll_median_30,roll_std_30,log_slope_30,ratio_mean_3,ratio_median_3,ratio_mean_7,ratio_median_7,ratio_mean_14,ratio_median_14,ratio_mean_30,ratio_median_30,DEC_RATIO_TARGET,TEST_DATE,OIL_SMOOTH,OIL_NEXT,DELTA_T
30,238.158809,5.472937715855245,240.154183,241.15187,1.4109424864033315,-0.006244592569654644,195.24875271428573,241.15187,72.70618165058947,0.1944917045789234,149.62183328571427,105.245128,70.26546894765123,0.07264923206559293,173.18886411666662,181.761273,55.444854195796175,-0.013975103218919484,0.9958628270226558,1.0,1.2882550780826176,1.0,1.1009732034665913,0.9869791951518304,1.032685539274117,0.9860553964720549,0.000664336305078409,2025-07-19,238.158809,238.000644,1.0
31,238.000644,5.472273379550167,239.10377433333335,238.158809,1.449661095261085,-0.006576760722194138,217.77437057142856,241.15187,56.1514621624805,0.11451031675111505,155.86982757142854,105.245128,73.86511521794796,0.09280585608379645,172.99841754999994,181.761273,55.211603202035484,-0.008731005216842747,0.9956414551284647,0.9993358843174263,1.2881602044136786,1.0,1.1041458793321015,0.9934621826926969,1.0334058755168274,0.9869791951518304,0.1406296615557205,2025-07-20,238.000644,206.777579,1.0
32,206.777579,5.331643717994447,227.64567733333334,238.000644,14.7561151183514,-0.07064699893039779,235.8395505714286,241.15187,12.035897856188377,-0.019332759883693547,163.1221455,156.01135349999998,73.52218653496318,0.09513313804854269,172.24389449999995,181.761273,54.58661337973991,-0.004800678518794217,0.951911790542627,0.9875884810679676,1.2694189195911765,0.9993358843174263,1.1162631130250056,0.9934621826926969,1.0309888585310114,0.9869791951518304,0.007527248802978058,2025-07-21,206.777579,205.226956,1.0
33,205.226956,5.324116469191468,216.668393,206.777579,15.09745690433288,-0.07407845517934857,230.23137114285714,238.158809,15.382173820417975,-0.028737542244781276,170.26370464285714,206.00226750000002,72.40077276374271,0.0942767775802824,171.91437636666666,181.761273,54.35618896086207,-0.0013165828757920753,0.9535493001820359,0.992501009986194,0.9763723272642527,0.992501009986194,1.1157274708811624,0.9900447455270808,1.0328167682893943,0.9900447455270808,0.0028096811232831004,2025-07-22,205.226956,204.651143,1.0
34,204.651143,5.321306788068185,205.5518926666667,205.226956,0.8980053427949246,-0.005168464963130414,225.01698157142854,238.000644,16.907482140943507,-0.03415268572307464,177.76438492857142,206.00226750000002,70.0986960469511,0.08860094881795519,171.56566446666665,181.761273,54.11094416565434,0.0021703177957359742,0.9528354261884177,0.992501009986194,0.9779186634215209,0.9971942623365714,1.1193300935538228,0.9948476361613827,1.0327232437006133,0.9900447455270808,0.031429761184044315,2025-07-23,204.651143,198.319036,1.0
35,198.319036,5.289877026884141,202.73237833333334,204.651143,3.1295455544574167,-0.017119721153663073,218.8980052857143,206.777579,17.693393618042233,-0.03707387100943069,185.15111021428575,206.00226750000002,66.32521882663023,0.07725783993123117,171.18198126666667,181.761273,53.87857684980492,0.005305140378985529,0.9862514306480895,0.992501009986194,0.97349852336745,0.992501009986194,1.1205155761135317,0.9948476361613827,1.0325105141379163,0.9900447455270808,0.011638237602975356,2025-07-24,198.319036,196.024331,1.0
36,196.024331,5.278238789281166,199.66483666666667,198.319036,3.648182734516489,-0.021533999393508876,212.45121400000002,205.226956,16.597916820652642,-0.03425808624930555,192.57587692857143,206.00226750000002,61.1031054571747,0.06134560344555481,170.9579719,181.761273,53.76072562022202,0.008153095265495595,0.9848941688915186,0.9884292247164814,0.9718455554698043,0.9884292247164814,1.1218170009120318,0.9948476361613827,1.0332503257352947,0.9904651173513377,0.0017468643393882429,2025-07-25,196.024331,195.682202,1.0
37,195.682202,5.276491924941777,196.67518966666668,196.024331,1.1707365598546267,-0.0066925509711808825,206.38312728571432,204.651143,13.580466474549873,-0.026014059412823292,200.81593999999998,206.00226750000002,52.595651286125,0.03755892229116445,170.81892353333333,181.761273,53.69115871064204,0.010905731621865993,0.9852476349593525,0.9884292247164814,0.973369295394391,0.992501009986194,1.1308121867385041,0.9977244614383225,1.0336674516296833,0.9948476361613827,0.0,2025-07-26,195.682202,195.682202,1.0
38,196.024331,5.278238789281166,195.910288,196.024331,0.16128115729371484,-2.1820295576302683e-16,200.38651114285716,198.319036,4.581405723480498,-0.010661852622365643,209.08044085714283,206.00226750000002,40.774653947896965,0.009908055514293015,171.26710809999997,181.761273,53.843355405823445,0.013055550699084718,0.9961440920840925,0.9982546605400735,0.9737139392055763,0.992501009986194,1.1309370718096272,0.9977244614383225,1.0366069828087587,0.9977244614383225,0.0,2025-07-28,196.024331,196.024331,1.0
39,405.375943,6.004814890865911,265.6941586666667,196.024331,98.77003566862116,0.36416148296206785,228.757706,198.319036,72.20236787789858,0.06937764876810454,232.2986282857143,222.3891115,51.88025166499743,-0.0009052686311894959,179.17697579999998,181.761273,68.28689864316216,0.019290705011834528,1.3559969811013974,1.0017483909957228,1.1450249228521348,0.9971942623365714,1.2072219212216555,0.9977244614383225,1.0748536339661536,0.9987952724287499,0.0,2025-08-02,405.375943,405.375943,1.0
40,405.375943,6.004814890865911,335.5920723333333,405.375943,98.68929633169,0.36328805079237364,257.35041842857146,198.319036,93.66336111498501,0.12430000129845419,243.7908947857143,222.3891115,68.47319858762275,0.01786201210834853,187.08684349999996,188.7217375,79.38489854614781,0.025134146150884884,1.3565787609213726,1.0017483909957228,1.146096207139821,0.9982546605400735,1.0612342672020367,0.9977244614383225,1.0748536339661536,0.9987952724287499,0.0,2025-08-03,405.375943,405.375943,1.0
41,405.375943,6.004814890865911,405.375943,405.375943,0.0,-1.091505157716689e-16,286.02538985714284,198.319036,103.36367204918277,0.15451031289424788,255.52118571428574,222.3891115,80.09658105255036,0.033954159195488255,194.5406658333333,195.8532665,88.50872814842026,0.031125561056050036,1.3559959639227983,1.0,1.1464970268060253,1.0,1.062207845113773,0.9987952724287499,1.0721403688219724,0.9987952724287499,0.026330545763443423,2025-08-04,405.375943,394.841471,1.0
42,394.841471,5.978484345102467,401.8644523333333,405.375943,4.965997724946538,-0.013165272881721807,314.1000234285715,394.841471,102.41343421475642,0.15299852503203262,266.49901435714287,222.3891115,87.5593507702623,0.04701098084379872,201.6433391,196.024331,95.47382004102215,0.036590206810965344,0.991337693498337,1.0,1.1472047497879547,1.0,1.0603516365777022,0.9977244614383225,1.071274138171806,0.9977244614383225,0.007848165282105926,2025-08-05,394.841471,391.754818,1.0
43,391.754818,5.970636179820362,397.3240773333334,394.841471,5.831309871211691,-0.017089355522774442,342.0615215714286,394.841471,92.60905608471626,0.12439013843851283,277.2563677857143,222.3891115,92.87449603111604,0.05767628372972843,208.64312393333333,197.1716835,101.28090929398887,0.041659040062012695,0.9887318772178751,0.9921825511586142,1.147740939279688,1.0,1.0597932473747462,0.9948476361613827,1.07101355654376,0.9948476361613827,0.0,2025-08-06,391.754818,391.754818,1.0
44,391.754818,5.970636179820362,392.78370233333334,391.754818,1.455062178313206,-0.003924082641051858,370.0718952857143,394.841471,71.29968157087845,0.07080372156296581,288.2275112857143,222.3891115,96.60507245081375,0.06579706719864405,215.64290876666666,201.48508950000002,106.31275034624487,0.04638618608699937,0.9887318772178751,0.9921825511586142,1.147990273488249,1.0,1.0606797844413198,0.9977244614383225,1.07101355654376,0.9948476361613827,0.007144104791199139,2025-08-07,391.754818,388.966054,1.0
45,388.966054,5.963492075029163,390.82523,391.754818,1.3146359570192876,-0.003572052395599085,397.6349985714286,394.841471,6.885534581577922,-0.008089449308817928,299.01075485714284,297.8718165,98.79747659051544,0.07150414663505023,222.5497348,204.9390495,110.53413449265312,0.050725553887272755,0.995021301607339,0.9928813536634028,1.146723553869346,1.0,1.060218746537461,0.9950378079999871,1.07077626833254,0.9926911818247983,0.0492182773382361,2025-08-08,388.966054,370.285303,1.0
46,370.285303,5.914273797690926,383.668725,388.966054,9.53174658652117,-0.028181191064716452,392.62205,391.754818,10.980828480738682,-0.012932752731448262,310.689878,379.6256785,96.84916659056486,0.06900964383037766,229.6380727,206.00226750000002,112.93632534671139,0.05342673206963103,0.9816182221603604,0.9928813536634028,0.9872928997335295,0.9928813536634028,1.066158911292832,0.9950378079999871,1.073599883239728,0.9926911818247983,0.4012865723690251,2025-08-09,370.285303,247.890527,1.0
47,247.890527,5.512987225321901,335.7139613333333,370.285303,62.567080418044036,-0.2252524248536297,370.12413342857144,391.754818,50.82955885214144,-0.05753743558022564,313.73727592857136,379.6256785,94.11542027189277,0.05224064798782569,232.88346613333334,222.3891115,112.01150136848585,0.05284085754858383,0.8714376172696859,0.9519733128176785,0.940072640494669,0.9921825511586142,1.043084423817245,0.9950378079999871,1.064084542010651,0.9926911818247983,0.0,2025-08-10,247.890527,247.890527,1.0
48,247.890527,5.512987225321901,288.68878566666666,247.890527,57.69745072760567,-0.20064328618451197,347.6262168571429,388.966054,63.51690335629799,-0.08457684465957356,316.8258033571428,379.6256785,91.14761833149089,0.034548824169207536,237.6383127666667,238.0797265,109.49165914715303,0.04956502071645796,0.873810499381885,0.9519733128176785,0.940072640494669,0.9921825511586142,1.0432848336503469,0.9955680071017381,1.0741122175259235,0.9950378079999871,0.3531659379420318,2025-08-11,247.890527,174.133333,1.0
49,174.133333,5.159821287379869,223.30479566666668,247.890527,34.76947469246116,-0.17658296897101564,316.0964828571428,370.285303,83.79601995861418,-0.13565169414377368,315.0982531428571,379.6256785,93.57424163114995,0.004887847635173129,239.9345862666666,238.0797265,107.39327160903984,0.04362951707953712,0.7906396013879893,0.7024606188359912,0.9012794316862376,0.9921825511586142,1.0242420907370962,0.9955680071017381,1.0641942381537899,0.9926911818247983,0.010347166703839426,2025-08-12,174.133333,172.340836,1.0
50,172.340836,5.149474120676031,198.12156533333334,174.133333,35.199577842235115,-0.18175655232293383,284.7516282857143,247.890527,90.40892315026203,-0.1597183687535935,313.40657492857144,379.6256785,95.89687843799214,-0.024880766815753585,242.35789349999996,238.0797265,104.99366163075479,0.03702589206838755,0.8973889333011918,0.9897061810675846,0.9009256645303764,0.9897061810675846,1.0243333019050322,0.9955680071017381,1.0656258593587318,0.9926911818247983,0.06586195244773206,2025-08-13,172.340836,161.355849,1.0
51,161.355849,5.083612168228298,169.27667266666666,172.340836,5.648471595194121,-0.03810455957578516,251.83748985714286,247.890527,87.349761528304,-0.16151446472765763,310.95469257142855,379.6256785,99.25551053892208,-0.05602274172756209,244.57292573333325,238.0797265,102.53159172631014,0.029417676734472147,0.8761423012300017,0.9362601037864294,0.8918199650712948,0.9519733128176785,1.019905119279772,0.9925319524110086,1.0650857873587602,0.9926911818247983,0.0016334464791344053,2025-08-14,161.355849,161.092498,1.0
52,161.092498,5.081978721749164,164.92972766666665,161.355849,5.241547702959643,-0.033747699463432805,219.28412471428572,174.133333,71.13591140683042,-0.13282673023779856,308.45956164285707,379.6256785,102.4993794638723,-0.08630597449807592,246.8734224333333,238.0797265,99.82271068165035,0.02135420180306274,0.9747780572408322,0.9897061810675846,0.8926037555291633,0.9519733128176785,1.0196636546992546,0.9925319524110086,1.0660244076697938,0.9950378079999871,0.004992025777089083,2025-08-15,161.092498,160.290324,1.0
53,160.290324,5.076986695972074,160.91289033333334,161.092498,0.45315932948602694,-0.0033127361281117037,189.28484200000003,172.340836,37.41932116892913,-0.08022241836951906,290.95344600000004,309.087915,105.34181095245255,-0.09191609666697836,249.53905593333326,238.0797265,96.34678142912247,0.012067599589429396,0.9765494681101794,0.9950204136756262,0.8987533413660129,0.9897061810675846,0.9430231205497711,0.9925319524110086,1.0701143528266661,0.9961073380060987,0.07425425397823315,2025-08-16,160.290324,148.819244,1.0
54,148.819244,5.0027324419938415,156.734022,160.290324,5.606166478294655,-0.039623139877660155,175.13180157142855,161.355849,30.710904556555924,-0.06299746184737981,272.62796749999995,247.890527,106.15509515168893,-0.09556940325770401,251.82232009999998,238.0797265,93.06530107366129,0.0019945064743344546,0.9739413019757505,0.9950204136756262,0.9357501156596081,0.9897061810675846,0.9379113780771383,0.9909443661130994,1.067728873006104,0.9939508836695146,0.0,2025-08-17,148.819244,148.819244,1.0
55,148.819244,5.0027324419938415,152.64293733333332,148.819244,5.407518970355588,-0.03712712698911568,160.97876114285714,161.092498,9.246437901957309,-0.02754912020638194,254.30248899999995,211.01193,103.77506923186361,-0.0948179518314094,254.10558426666665,238.0797265,89.60564516592568,-0.008352979238924045,0.9744853396862562,0.9950204136756262,0.9357501156596081,0.9897061810675846,0.9379113780771383,0.9909443661130994,1.067728873006104,0.9939508836695146,0.0,2025-08-18,148.819244,148.819244,1.0
56,148.819244,5.0027324419938415,148.819244,148.819244,0.0,-7.247453755242814e-18,157.36246271428573,160.290324,8.295817304560806,-0.02432967029538592,236.72947278571425,173.23708449999998,99.21904585565113,-0.09052978235831778,250.91675199999997,222.3891115,91.57196304432922,-0.011298197849576568,0.9761452017943807,1.0,0.9782557415401808,0.9950204136756262,0.9397675866132091,0.9925319524110086,0.9996013011302819,0.9939508836695146,0.002693343142931619,2025-08-19,148.819244,148.418962,1.0
57,148.418962,5.00003909885091,148.68581666666668,148.819244,0.18869474439127776,-0.0013466715714659896,153.94505214285715,148.819244,6.043033378537178,-0.017266643629323317,219.34834021428568,166.8483425,91.55728212084672,-0.08228827691571551,247.82565506666666,206.00226750000002,93.39638288867367,-0.0141345642237566,0.999103426883869,1.0,0.9793420414807554,0.9973102806516071,0.9401338530055658,0.9939508836695146,0.999965980177479,0.9961073380060987,0.016255458564711153,2025-08-20,148.418962,146.025847,1.0
58,147.468943,4.993617597677659,148.23571633333333,148.418962,0.5662816898648787,-0.004557422158090751,151.96120842857144,148.819244,5.543315089781359,-0.014963520230601381,201.8993491428571,161.2241735,79.52466591327428,-0.06996388213973599,244.70289083333333,204.9390495,95.11763079763189,-0.016796391761393095,0.9969697844184271,0.9973102806516071,0.9875333227403619,0.9973102806516071,0.9396766439058283,0.9932402131335387,0.9997526159309349,0.9943097431396504,0.009833957391459848,2025-08-22,147.468943,146.025847,1.0
59,146.025847,4.983783640286199,147.304584,147.468943,0.9838733866600903,-0.008127729282354765,149.80882971428568,148.819244,4.383692547135926,-0.010733292815461733,184.5464772142857,160.69141100000002,61.20842654282478,-0.053861390338858756,241.5320234,201.48508950000002,96.75464293406839,-0.019302839133894533,0.9937078637033653,0.9935990726036745,0.9863685157384092,0.9950204136756262,0.9394861356337861,0.9919066552292443,0.9994264238594288,0.9932402131335387,0.02502963095381837,2025-08-23,146.025847,142.416236,1.0
60,142.416236,4.95875400933238,145.30367533333333,146.025847,2.1250272067378857,-0.01743179417263853,147.25538857142854,148.418962,2.1930282425219274,-0.006390990918423056,168.2701152857143,154.55478399999998,33.824934939835394,-0.03579020072037063,238.3406043,197.1716835,98.37866197154581,-0.021833699746788168,0.9863647745173377,0.990214237854814,0.9835486013695374,0.9935990726036745,0.9411509713677751,0.9919066552292443,0.9990161749269472,0.9932402131335387,0.03961421818076125,2025-08-24,142.416236,136.884813,1.0
61,136.884813,4.919139791151619,141.775632,142.416236,3.7592025538138585,-0.03232192456728959,145.55046985714287,147.468943,4.113072699723558,-0.012678224157653874,160.34113571428574,148.819244,26.43486919497051,-0.027879986585769168,234.9700766,196.024331,100.05051761407998,-0.02439593729842574,0.9755518055678656,0.9752810130935244,0.9882235385655541,0.9935990726036745,0.961986827112581,0.9919066552292443,0.997743650974875,0.9926911818247983,0.05378207066402171,2025-08-25,136.884813,122.925152,2.0
62,122.925152,4.811575649823576,134.07540033333336,136.884813,8.201430303001397,-0.07358917975440117,141.85131385714286,146.025847,8.650808444350016,-0.02750473500909477,151.41503749999998,148.819244,13.10081525038575,-0.02043271524001146,232.17499569999998,195.8532665,101.95228559411622,-0.02837588618041775,0.9448200331087014,0.9611601657552585,0.9736548129194571,0.990214237854814,0.9547024642895325,0.9899602094611992,0.998717248116036,0.9926911818247983,0.246882330419238,2025-08-27,122.925152,96.033138,1.0
63,96.033138,4.564693319404338,118.61436766666668,122.925152,16.95389795401617,-0.1772232358736407,134.31044157142858,142.416236,17.633390856878073,-0.06195589582794527,145.83645214285715,148.619103,17.96461657324542,-0.02859893007795473,228.5352017666666,184.90776749999998,104.75988763420654,-0.033769137878585195,0.8801372338899934,0.8980189204773212,0.9424023294105144,0.9752810130935244,0.9603290354753474,0.9899602094611992,0.9916749682977429,0.9925319524110086,0.0,2025-08-28,96.033138,96.033138,1.0
64,96.033138,4.564693319404338,104.99714266666666,96.033138,12.677016972775718,-0.12344116520961904,126.82675242857144,136.884813,20.87588393162747,-0.08114756557473171,140.38590228571428,147.9439525,20.49416834172359,-0.034490313189758405,224.91460159999997,173.23708449999998,107.36729917844286,-0.038843869847108074,0.8930838453049073,0.8980189204773212,0.9427865750317134,0.9752810130935244,0.9610643082562343,0.9919066552292443,0.9917684928865239,0.9925319524110086,0.0,2025-08-29,96.033138,96.033138,1.0
65,96.033138,4.564693319404338,96.033138,96.033138,0.0,7.893018645117566e-16,119.4787802857143,122.925152,21.36357215044335,-0.08570852908031976,135.71999435714287,146.74739499999998,22.524260545462255,-0.039982504398644696,221.50507166666662,166.8483425,109.75525328434216,-0.0437987120846805,0.9270775384791334,1.0,0.9437009932311884,0.9752810130935244,0.965617157985775,0.9943097431396504,0.9927998588991405,0.9932402131335387,0.0,2025-08-30,96.033138,96.033138,1.0
66,508.391651,6.231252117071879,233.4859756666667,96.033138,194.3876672148674,0.833279398833771,171.24532371428572,122.925152,138.86522995412759,0.10220425176088165,160.5270767142857,146.74739499999998,98.82441623421454,0.004368382129037738,231.91731566666664,166.8483425,121.07692667728453,-0.03775916340309247,2.431306323309634,1.0,1.5585159549560579,0.9752810130935244,1.2724422353472333,0.9943097431396504,1.1363161837395546,0.9943097431396504,0.0,2025-09-08,508.391651,508.391651,1.0
67,617.033815,6.424923827914156,407.15286799999996,508.391651,224.4213221392676,0.9301152542549087,239.04783500000002,122.925152,207.261347626372,0.26273946588515057,193.15161178571427,146.74739499999998,153.58222912082536,0.04903642264275983,245.9623694333333,166.8483425,139.14890031252665,-0.03090619977949696,2.5025389145519052,1.213697773726815,1.5925754921893855,1.0,1.288062046779461,0.9954546766276409,1.143497620845779,0.9943097431396504,0.0,2025-09-14,617.033815,617.033815,1.0
68,617.033815,6.424923827914156,580.8197603333334,617.033815,51.21440725812066,0.0968358554211391,307.64054957142855,122.925152,239.10615039760785,0.36525229817710414,226.59550971428573,146.74739499999998,187.5170198887136,0.08533152233547571,259.99601889999997,166.8483425,153.85755362860075,-0.024552170752436334,2.5025389145519052,1.213697773726815,1.598124039938634,1.0,1.293173789252094,0.9986551403258035,1.1434393411459216,0.9943097431396504,0.0,2025-09-15,617.033815,617.033815,1.0
69,617.033815,6.424923827914156,617.033815,617.033815,0.0,4.499426194757427e-16,378.22750142857143,508.391651,246.96126020403327,0.39862082325210385,260.0394076428571,146.74739499999998,210.9520698567647,0.1153752313208498,267.05128129999997,166.8483425,164.82432748676902,-0.013697476748320739,1.0712325912422715,1.0,1.612692765584731,1.0,1.293173789252094,0.9986551403258035,1.1078397447536417,0.9943097431396504,0.0,2025-09-16,617.033815,617.033815,1.0
70,617.033815,6.424923827914156,617.033815,617.033815,0.0,4.499426194757427e-16,452.6561695714286,617.033815,228.51897653337596,0.33910086619254876,293.4833055714285,146.74739499999998,227.16058238270352,0.13916754959888195,274.1065437,166.8483425,174.82110169910243,-0.003029705519310259,1.0,1.0,1.643945249093674,1.0,1.2931737892520943,0.9986551403258035,1.1078397447536419,0.9943097431396504,0.013740329772338425,2025-09-17,617.033815,608.613548,1.0
71,608.613548,6.411183498141817,614.2270593333334,617.033815,3.9693519300675226,-0.006870164886168409,525.8819424285714,617.033815,179.3460657167218,0.2116719270677494,326.35434742857143,146.74739499999998,236.87901569256988,0.15622710478674903,280.88113053333325,166.8483425,183.49922414994413,0.007362495645741763,0.9954512125617189,1.0,1.641995768762982,1.0,1.2923911718973475,0.9967995363018373,1.1073848660098136,0.9932402131335387,0.0,2025-09-18,608.613548,608.613548,1.0
72,608.613548,6.411183498141817,611.4203036666667,608.613548,3.9693519300675226,-0.006870164886169445,599.1077152857143,617.033815,37.216559744554324,0.018296910130897685,359.2932477857143,327.208749,241.7265316208218,0.16687212960938422,288.0068664333333,166.8483425,191.75133661461254,0.0173922976710343,0.9954512125617189,1.0,1.641995768762982,1.0,1.2928483809970852,1.0,1.1082510966599801,0.9943097431396504,0.0016493411328952728,2025-09-19,608.613548,607.610564,1.0
73,607.610564,6.409534157008921,608.27922,608.613548,0.4728111918811113,-0.0008246705664478821,613.2818457142857,617.033815,4.34344395061561,-0.0031210715011682367,392.2635847142857,558.0011075,241.8683122966846,0.17091477509899106,295.2020579666667,166.8483425,199.40637029381978,0.02716480885702136,0.9949018853226216,0.9983520182827083,1.02834334709924,1.0,1.293429651027649,1.0,1.1084567455641166,0.9961653471636167,0.009159029256180388,2025-09-20,607.610564,602.070849,1.0
74,602.070849,6.400375127752741,606.0983203333333,607.610564,2.877138419990778,-0.005404185194537814,611.1442791428572,608.613548,5.499134676613556,-0.00422020614525243,425.09605707142856,604.8407064999999,236.8706277422029,0.1676035461312724,302.21259233333336,166.8483425,206.25700853463522,0.03668294678320718,0.9964116017241677,0.9983520182827083,0.9965126346939515,1.0,1.2945440634416685,1.0,1.108152838460443,0.9943097431396504,0.010888070082988742,2025-09-21,602.070849,595.551018,1.0
75,595.551018,6.3894870576697524,601.7441436666667,602.070849,4.928706031177626,-0.010023549669583721,608.0753081428572,608.613548,7.1135329258053295,-0.005609180435319212,457.85792885714284,604.8407064999999,226.2220983763371,0.15633847008524412,309.09875780000004,166.8483425,212.39564478476774,0.0458903618669462,0.9928019318595501,0.9908827868897948,0.9949656333234012,0.9983520182827083,1.2965448366310177,1.0,1.1080291596852012,0.9943097431396504,0.05361218906932004,2025-09-22,595.551018,564.463018,1.0
76,564.463018,6.335874868600433,587.3616283333332,595.551018,16.409079102040206,-0.03225012957615302,600.5651942857143,607.610564,15.951626832261823,-0.011476718902656717,489.39634785714287,604.8407064999999,207.3178034717214,0.13353248170765938,315.5713483,166.8483425,217.0689273745921,0.054222913759188696,0.9759511265265179,0.9891709904061474,0.9875084336496313,0.9908827868897948,1.3001005996171813,1.0,1.1078900360007322,0.9943097431396504,0.06769871641870856,2025-09-23,564.463018,527.514394,1.0
